id,surface,status,requirement,desired_reference,evidence,legacy,react,tests
T375,other,not_applicable,Owner cockpit is never served a mid-edit working tree while fleet workers are editing web/,Frozen legacy MAIN behavior plus current owner decisions and explicit target supersessions. Sidebar uses the same main-derived component and interaction contract; old sidebar peculiarities are excluded.,"Outside frontend fidelity scope: serve mid-edit working tree — daemon serve path, not React. Full acceptance retained below. This scope decision does not certify the server, mobile, release process or test infrastructure as passing and does not delete the requirement.",,,
T380,other,not_applicable,A product owner cannot sit idle on a non-empty frontier without the overseer being told why,Frozen legacy MAIN behavior plus current owner decisions and explicit target supersessions. Sidebar uses the same main-derived component and interaction contract; old sidebar peculiarities are excluded.,"Outside frontend fidelity scope: PO idle-on-frontier overseer alarm — policy. Full acceptance retained below. This scope decision does not certify the server, mobile, release process or test infrastructure as passing and does not delete the requirement.",,,
T390.1.4,other,not_applicable,Overseer can read the header plan-usage snapshot via jevons_plan_usage,Frozen legacy MAIN behavior plus current owner decisions and explicit target supersessions. Sidebar uses the same main-derived component and interaction contract; old sidebar peculiarities are excluded.,"Outside frontend fidelity scope: jevons_plan_usage MCP read, not ticker paint. Full acceptance retained below. This scope decision does not certify the server, mobile, release process or test infrastructure as passing and does not delete the requirement.",,,
T390.1.5,other,not_applicable,Daemon plan-usage policy steers mint and migrates off exhausted providers — independent of ticker paint,Frozen legacy MAIN behavior plus current owner decisions and explicit target supersessions. Sidebar uses the same main-derived component and interaction contract; old sidebar peculiarities are excluded.,"Outside frontend fidelity scope: mint/migrate eligibility policy, independent of ticker paint. Full acceptance retained below. This scope decision does not certify the server, mobile, release process or test infrastructure as passing and does not delete the requirement.",,,
T390.1.5.1,other,not_applicable,Session remaining-low or exhausted is a server eligibility veto,Frozen legacy MAIN behavior plus current owner decisions and explicit target supersessions. Sidebar uses the same main-derived component and interaction contract; old sidebar peculiarities are excluded.,"Outside frontend fidelity scope: mint/migrate eligibility policy, independent of ticker paint. Full acceptance retained below. This scope decision does not certify the server, mobile, release process or test infrastructure as passing and does not delete the requirement.",,,
T407,other,not_applicable,"The frontier-stall sentinel distinguishes a blocked fleet from an unattended one, and never prescribes spawning into a wall",Frozen legacy MAIN behavior plus current owner decisions and explicit target supersessions. Sidebar uses the same main-derived component and interaction contract; old sidebar peculiarities are excluded.,"Outside frontend fidelity scope: frontier-stall sentinel blocked vs unattended — classifier. Full acceptance retained below. This scope decision does not certify the server, mobile, release process or test infrastructure as passing and does not delete the requirement.",,,
T416,delivery,not_applicable,"A large message to a fleet agent is submitted, not left sitting in the composer, and jevons_agent_send never reports sent for a paste that never became a turn",Frozen legacy MAIN behavior plus current owner decisions and explicit target supersessions. Sidebar uses the same main-derived component and interaction contract; old sidebar peculiarities are excluded.,"Outside frontend fidelity scope: jevons_agent_send turn-begin honesty — MCP, not cockpit. Full acceptance retained below. This scope decision does not certify the server, mobile, release process or test infrastructure as passing and does not delete the requirement.",,,
T426,delivery,not_applicable,"A context compaction does not make an agent invisible to the daemon: the successor's event stream is wired, so its turn ends are observed, its send queue drains, and its reports still reach the overseer",Frozen legacy MAIN behavior plus current owner decisions and explicit target supersessions. Sidebar uses the same main-derived component and interaction contract; old sidebar peculiarities are excluded.,"Outside frontend fidelity scope: compaction successor visibility — daemon, not cockpit. Full acceptance retained below. This scope decision does not certify the server, mobile, release process or test infrastructure as passing and does not delete the requirement.",,,
T433,other,not_applicable,"A frontier leaf whose spawn brief never reaches the worker is surfaced to its product owner, not silently parked",Frozen legacy MAIN behavior plus current owner decisions and explicit target supersessions. Sidebar uses the same main-derived component and interaction contract; old sidebar peculiarities are excluded.,"Outside frontend fidelity scope: spawn-brief never reached worker — fleet policy. Full acceptance retained below. This scope decision does not certify the server, mobile, release process or test infrastructure as passing and does not delete the requirement.",,,
T447,delivery,not_applicable,"A message waiting in a receiver's composer queue is readable as waiting — the delivery instrument names queued_command as the positive in-flight signal, so an accepted message is never diagnosed as lost",Frozen legacy MAIN behavior plus current owner decisions and explicit target supersessions. Sidebar uses the same main-derived component and interaction contract; old sidebar peculiarities are excluded.,"Outside frontend fidelity scope: queued_command delivery instrument — MCP, not cockpit. Full acceptance retained below. This scope decision does not certify the server, mobile, release process or test infrastructure as passing and does not delete the requirement.",,,
